protocol,packet_size,cpu,memory,label
TCP,994,0.0,88.7,data_integrity
TCP,336,0.0,88.7,data_integrity
TCP,362,0.0,88.7,data_integrity
TCP,995,0.0,88.7,data_integrity
TCP,337,0.0,88.7,data_integrity
TCP,55,0.0,88.7,data_integrity
TCP,563,0.0,88.9,data_integrity
TCP,97,0.0,88.9,data_integrity
TCP,532,0.0,88.9,data_integrity
TCP,306,0.0,88.9,data_integrity
TCP,405,0.0,88.9,data_integrity
TCP,660,0.0,88.9,data_integrity
TCP,713,0.0,88.9,data_integrity
TCP,354,0.0,88.9,data_integrity
TCP,693,0.0,88.9,data_integrity
TCP,741,0.0,88.9,data_integrity
TCP,827,0.0,88.9,data_integrity
TCP,740,25.0,88.8,data_integrity
TCP,663,0.0,88.8,data_integrity
TCP,523,0.0,89.0,data_integrity
TCP,409,25.0,89.2,data_integrity
TCP,917,0.0,89.3,data_integrity
TCP,773,0.0,89.3,data_integrity
TCP,619,0.0,89.3,data_integrity
TCP,655,0.0,89.3,data_integrity
TCP,96,0.0,89.3,data_integrity
TCP,52,25.0,89.3,data_integrity
TCP,543,0.0,89.3,data_integrity
TCP,454,25.0,89.4,data_integrity
TCP,51,50.0,89.4,data_integrity
TCP,912,0.0,89.4,data_integrity
TCP,637,0.0,89.4,data_integrity
TCP,442,25.0,89.4,data_integrity
TCP,142,50.0,89.4,data_integrity
TCP,81,0.0,89.4,data_integrity
TCP,905,0.0,89.4,data_integrity
TCP,318,0.0,89.4,data_integrity
TCP,862,0.0,89.4,data_integrity
TCP,155,0.0,89.4,data_integrity
TCP,68,0.0,89.4,data_integrity
TCP,153,0.0,89.4,data_integrity
TCP,194,0.0,89.4,data_integrity
TCP,751,0.0,89.4,data_integrity
TCP,458,0.0,89.4,data_integrity
TCP,730,0.0,89.4,data_integrity
TCP,151,0.0,89.4,data_integrity
TCP,585,0.0,89.4,data_integrity
TCP,963,0.0,89.4,data_integrity
TCP,432,0.0,89.4,data_integrity
TCP,826,0.0,89.4,data_integrity
TCP,893,0.0,89.4,data_integrity
TCP,468,0.0,89.4,data_integrity
TCP,291,0.0,89.4,data_integrity
TCP,403,0.0,89.4,data_integrity
TCP,654,0.0,89.4,data_integrity
TCP,716,0.0,89.4,data_integrity
TCP,734,0.0,89.4,data_integrity
TCP,478,0.0,89.4,data_integrity
TCP,688,0.0,89.4,data_integrity
TCP,46,25.0,89.4,data_integrity
TCP,733,0.0,89.4,data_integrity
TCP,799,0.0,89.4,data_integrity
TCP,74,0.0,89.4,data_integrity
TCP,617,0.0,89.4,data_integrity
TCP,280,25.0,89.5,data_integrity
TCP,846,33.3,89.5,data_integrity
TCP,354,0.0,89.5,data_integrity
TCP,604,33.3,89.5,data_integrity
TCP,939,0.0,89.5,data_integrity
TCP,579,0.0,89.5,data_integrity
TCP,972,25.0,89.5,data_integrity
TCP,467,0.0,89.5,data_integrity
TCP,777,0.0,89.5,data_integrity
TCP,895,0.0,89.5,data_integrity
TCP,781,0.0,89.5,data_integrity
TCP,954,0.0,89.5,data_integrity
TCP,886,0.0,89.5,data_integrity
TCP,121,0.0,89.5,data_integrity
TCP,301,0.0,89.5,data_integrity
TCP,546,0.0,89.5,data_integrity
TCP,311,25.0,89.5,data_integrity
TCP,467,0.0,89.5,data_integrity
TCP,158,25.0,89.5,data_integrity
TCP,116,50.0,89.5,data_integrity
TCP,665,0.0,89.5,data_integrity
TCP,803,25.0,89.5,data_integrity
TCP,871,100.0,89.5,data_integrity
TCP,502,0.0,89.5,data_integrity
TCP,719,0.0,89.5,data_integrity
TCP,367,0.0,89.5,data_integrity
TCP,491,0.0,89.5,data_integrity
TCP,931,40.0,89.5,data_integrity
TCP,854,33.3,89.5,data_integrity
TCP,316,0.0,89.5,data_integrity
TCP,938,25.0,89.5,data_integrity
TCP,811,33.3,89.7,data_integrity
TCP,148,0.0,89.7,data_integrity
TCP,637,0.0,89.7,data_integrity
TCP,232,0.0,89.7,data_integrity
TCP,721,0.0,89.7,data_integrity
TCP,583,0.0,89.7,data_integrity
TCP,109,25.0,89.7,data_integrity
TCP,748,100.0,89.7,data_integrity
TCP,305,0.0,89.7,data_integrity
TCP,477,0.0,89.7,data_integrity
TCP,325,0.0,89.7,data_integrity
TCP,644,0.0,89.7,data_integrity
TCP,321,0.0,89.7,data_integrity
TCP,668,0.0,89.7,data_integrity
TCP,710,0.0,89.7,data_integrity
TCP,940,50.0,89.7,data_integrity
TCP,852,0.0,89.7,data_integrity
TCP,982,0.0,89.7,data_integrity
TCP,86,0.0,89.7,data_integrity
TCP,399,50.0,89.7,data_integrity
TCP,198,0.0,89.7,data_integrity
TCP,366,0.0,89.7,data_integrity
TCP,197,0.0,89.7,data_integrity
TCP,835,0.0,89.7,data_integrity
TCP,996,25.0,89.7,data_integrity
TCP,663,0.0,89.7,data_integrity
TCP,277,0.0,89.7,data_integrity
TCP,359,0.0,89.7,data_integrity
TCP,153,0.0,89.7,data_integrity
TCP,257,0.0,89.7,data_integrity
TCP,278,0.0,89.7,data_integrity
TCP,862,0.0,89.7,data_integrity
TCP,461,0.0,89.7,data_integrity
TCP,790,0.0,89.7,data_integrity
TCP,810,0.0,89.7,data_integrity
TCP,241,0.0,89.7,data_integrity
TCP,520,0.0,89.7,data_integrity
TCP,888,0.0,89.7,data_integrity
TCP,138,0.0,89.7,data_integrity
TCP,286,0.0,89.7,data_integrity
TCP,353,0.0,89.7,data_integrity
TCP,938,0.0,89.7,data_integrity
TCP,414,0.0,89.7,data_integrity
TCP,414,0.0,89.7,data_integrity
TCP,748,0.0,89.7,data_integrity
TCP,137,0.0,89.7,data_integrity
TCP,305,0.0,89.7,data_integrity
TCP,639,0.0,89.7,data_integrity
TCP,668,25.0,89.7,data_integrity
TCP,288,0.0,89.7,data_integrity
TCP,929,0.0,89.7,data_integrity
TCP,149,0.0,89.7,data_integrity
TCP,130,0.0,89.7,data_integrity
TCP,185,0.0,89.7,data_integrity
TCP,336,0.0,89.7,data_integrity
TCP,815,0.0,89.7,data_integrity
TCP,466,0.0,89.7,data_integrity
TCP,903,0.0,89.7,data_integrity
TCP,865,0.0,89.7,data_integrity
TCP,566,0.0,89.7,data_integrity
TCP,709,0.0,89.7,data_integrity
TCP,943,0.0,89.7,data_integrity
TCP,965,0.0,89.7,data_integrity
TCP,593,0.0,89.7,data_integrity
TCP,118,0.0,89.7,data_integrity
TCP,326,0.0,89.7,data_integrity
TCP,968,0.0,89.7,data_integrity
TCP,275,0.0,89.7,data_integrity
TCP,626,0.0,89.7,data_integrity
TCP,897,25.0,89.7,data_integrity
TCP,670,33.3,89.7,data_integrity
TCP,589,0.0,89.7,data_integrity
TCP,554,0.0,89.7,data_integrity
TCP,778,0.0,89.7,data_integrity
TCP,887,0.0,89.7,data_integrity
TCP,43,0.0,89.7,data_integrity
TCP,958,0.0,89.7,data_integrity
TCP,776,0.0,89.7,data_integrity
TCP,177,0.0,89.7,data_integrity
TCP,338,0.0,89.7,data_integrity
TCP,459,0.0,89.7,data_integrity
TCP,734,0.0,89.7,data_integrity
TCP,857,0.0,89.7,data_integrity
TCP,744,0.0,89.7,data_integrity
TCP,837,0.0,89.7,data_integrity
TCP,724,0.0,89.7,data_integrity
TCP,349,0.0,89.7,data_integrity
TCP,98,0.0,89.7,data_integrity
TCP,438,0.0,89.7,data_integrity
TCP,308,0.0,89.7,data_integrity
TCP,157,0.0,89.7,data_integrity
TCP,47,0.0,89.6,data_integrity
TCP,938,0.0,89.6,data_integrity
TCP,575,0.0,89.6,data_integrity
TCP,240,0.0,89.6,data_integrity
TCP,175,0.0,89.6,data_integrity
TCP,274,0.0,89.6,data_integrity
TCP,692,0.0,89.6,data_integrity
TCP,86,0.0,89.6,data_integrity
TCP,838,0.0,89.6,data_integrity
TCP,637,0.0,89.6,data_integrity
TCP,325,0.0,89.6,data_integrity
TCP,437,0.0,89.6,data_integrity
TCP,471,0.0,89.6,data_integrity
TCP,477,0.0,89.6,data_integrity
TCP,548,0.0,89.6,data_integrity
TCP,953,0.0,89.7,data_integrity
TCP,494,0.0,89.7,data_integrity
TCP,339,0.0,89.7,data_integrity
TCP,50,25.0,89.7,data_integrity
TCP,837,0.0,89.7,data_integrity
TCP,138,0.0,89.7,data_integrity
TCP,488,0.0,89.7,data_integrity
TCP,366,0.0,89.7,data_integrity
TCP,73,33.3,89.7,data_integrity
TCP,422,0.0,89.7,data_integrity
TCP,944,0.0,89.7,data_integrity
TCP,556,0.0,89.7,data_integrity
TCP,686,0.0,89.7,data_integrity
TCP,266,0.0,89.7,data_integrity
TCP,584,0.0,89.7,data_integrity
TCP,530,0.0,89.7,data_integrity
TCP,927,0.0,89.7,data_integrity
TCP,942,0.0,89.7,data_integrity
TCP,861,0.0,89.7,data_integrity
TCP,687,33.3,89.7,data_integrity
TCP,435,0.0,89.7,data_integrity
TCP,689,0.0,89.7,data_integrity
TCP,220,0.0,89.7,data_integrity
TCP,211,0.0,89.7,data_integrity
TCP,446,0.0,89.7,data_integrity
TCP,67,0.0,89.7,data_integrity
TCP,753,0.0,89.7,data_integrity
TCP,153,0.0,89.7,data_integrity
TCP,782,0.0,89.7,data_integrity
TCP,837,0.0,89.7,data_integrity
