Timestamp,Latency(ms),Packet Loss(%),Data Rate(Mbps),Connection Status,Source IP,Destination IP,CPU Usage(%),Memory Usage(%),Network Throughput(Bytes),Scenario
18:26:33,652.87,0.0,0.01255,Success,127.0.0.1,127.0.0.1,20.4,85.2,0,High Latency
18:26:37,650.48,0.0,0.01259,Success,127.0.0.1,127.0.0.1,21.6,85.3,3807,High Latency
18:26:41,650.0,0.0,0.0126,Success,127.0.0.1,127.0.0.1,15.6,85.5,315,High Latency
18:26:44,633.35,0.0,0.01293,Success,127.0.0.1,127.0.0.1,23.0,85.5,7342,High Latency
18:26:48,617.6,0.0,0.01326,Success,127.0.0.1,127.0.0.1,50.1,85.3,234,High Latency
18:26:52,646.02,0.0,0.01268,Success,127.0.0.1,127.0.0.1,30.6,85.1,105692,High Latency
18:26:56,645.46,0.0,0.01269,Success,127.0.0.1,127.0.0.1,21.6,87.2,25186,High Latency
18:27:00,652.06,0.0,0.01256,Success,127.0.0.1,127.0.0.1,15.1,86.8,84,High Latency
18:27:04,664.02,0.0,0.01234,Success,127.0.0.1,127.0.0.1,8.9,86.3,0,High Latency
18:27:08,645.16,0.0,0.0127,Success,127.0.0.1,127.0.0.1,13.5,86.1,820,High Latency
18:27:11,665.56,0.0,0.01231,Success,127.0.0.1,127.0.0.1,11.7,86.0,0,High Latency
18:27:15,628.05,0.0,0.01304,Success,127.0.0.1,127.0.0.1,19.6,86.3,28552,High Latency
18:27:19,658.5,0.0,0.01244,Success,127.0.0.1,127.0.0.1,17.4,85.0,0,High Latency
18:27:23,639.25,0.0,0.01282,Success,127.0.0.1,127.0.0.1,31.6,85.8,220,High Latency
18:27:27,651.88,0.0,0.01257,Success,127.0.0.1,127.0.0.1,15.6,85.7,0,High Latency
18:27:31,645.96,0.0,0.01268,Success,127.0.0.1,127.0.0.1,27.6,86.2,118494,High Latency
18:27:34,680.88,0.0,0.01203,Success,127.0.0.1,127.0.0.1,20.3,86.2,0,High Latency
18:27:38,645.39,0.0,0.01269,Success,127.0.0.1,127.0.0.1,22.7,85.7,31757,High Latency
18:27:42,664.07,0.0,0.01234,Success,127.0.0.1,127.0.0.1,22.5,84.9,167,High Latency
18:27:46,633.16,0.0,0.01294,Success,127.0.0.1,127.0.0.1,12.9,84.5,0,High Latency
18:27:50,663.7,0.0,0.01234,Success,127.0.0.1,127.0.0.1,16.2,84.8,0,High Latency
18:27:54,664.86,0.0,0.01232,Success,127.0.0.1,127.0.0.1,22.8,84.5,3963,High Latency
18:27:57,630.14,0.0,0.013,Success,127.0.0.1,127.0.0.1,19.6,84.5,121,High Latency
18:28:01,653.03,0.0,0.01254,Success,127.0.0.1,127.0.0.1,18.8,84.5,441,High Latency
18:28:05,679.87,0.0,0.01205,Success,127.0.0.1,127.0.0.1,13.4,85.2,0,High Latency
18:28:09,619.02,0.0,0.01323,Success,127.0.0.1,127.0.0.1,22.1,85.2,167,High Latency
18:28:13,654.04,0.0,0.01253,Success,127.0.0.1,127.0.0.1,9.7,84.9,0,High Latency
18:28:17,665.15,0.0,0.01232,Success,127.0.0.1,127.0.0.1,19.8,85.0,18824,High Latency
18:28:21,635.07,0.0,0.0129,Success,127.0.0.1,127.0.0.1,12.9,84.7,0,High Latency
18:28:24,650.25,0.0,0.0126,Success,127.0.0.1,127.0.0.1,17.5,84.3,229,High Latency
18:28:28,668.32,0.0,0.01226,Success,127.0.0.1,127.0.0.1,13.1,84.0,310,High Latency
18:28:32,667.08,0.0,0.01228,Success,127.0.0.1,127.0.0.1,28.2,85.0,8532,High Latency
18:28:36,656.54,0.0,0.01248,Success,127.0.0.1,127.0.0.1,13.3,84.7,167,High Latency
18:28:40,662.6,0.0,0.01236,Success,127.0.0.1,127.0.0.1,21.2,84.8,0,High Latency
18:28:44,682.4,0.0,0.012,Success,127.0.0.1,127.0.0.1,11.6,84.8,774,High Latency
18:28:48,639.08,0.0,0.01282,Success,127.0.0.1,127.0.0.1,20.1,84.9,159,High Latency
18:28:51,653.92,0.0,0.01253,Success,127.0.0.1,127.0.0.1,13.7,84.7,287,High Latency
18:28:55,648.88,0.0,0.01262,Success,127.0.0.1,127.0.0.1,16.3,83.6,0,High Latency
18:28:59,663.13,0.0,0.01235,Success,127.0.0.1,127.0.0.1,15.8,84.6,0,High Latency
18:29:03,681.43,0.0,0.01202,Success,127.0.0.1,127.0.0.1,13.2,84.6,221,High Latency
18:29:07,679.18,0.0,0.01206,Success,127.0.0.1,127.0.0.1,11.6,84.6,1012,High Latency
18:29:11,646.1,0.0,0.01268,Success,127.0.0.1,127.0.0.1,10.5,84.6,0,High Latency
18:29:15,641.33,0.0,0.01277,Success,127.0.0.1,127.0.0.1,19.6,84.7,0,High Latency
18:29:18,664.4,0.0,0.01233,Success,127.0.0.1,127.0.0.1,11.5,83.9,0,High Latency
18:29:22,651.92,0.0,0.01257,Success,127.0.0.1,127.0.0.1,13.7,84.5,220,High Latency
18:29:26,651.17,0.0,0.01258,Success,127.0.0.1,127.0.0.1,20.6,84.6,0,High Latency
18:29:30,650.01,0.0,0.0126,Success,127.0.0.1,127.0.0.1,24.7,84.7,471,High Latency
18:29:34,646.09,0.0,0.01268,Success,127.0.0.1,127.0.0.1,24.0,84.7,322,High Latency
18:29:38,680.64,0.0,0.01204,Success,127.0.0.1,127.0.0.1,12.2,84.6,0,High Latency
18:29:42,661.54,0.0,0.01238,Success,127.0.0.1,127.0.0.1,20.4,83.9,8396,High Latency
18:29:45,647.56,0.0,0.01265,Success,127.0.0.1,127.0.0.1,14.2,84.6,84,High Latency
18:29:49,664.3,0.0,0.01233,Success,127.0.0.1,127.0.0.1,12.5,84.6,1030,High Latency
18:29:53,666.11,0.0,0.0123,Success,127.0.0.1,127.0.0.1,18.5,84.7,121,High Latency
18:29:57,686.65,0.0,0.01193,Success,127.0.0.1,127.0.0.1,24.8,84.4,827,High Latency
18:30:01,667.05,0.0,0.01228,Success,127.0.0.1,127.0.0.1,18.9,84.6,869,High Latency
18:30:05,648.73,0.0,0.01263,Success,127.0.0.1,127.0.0.1,19.3,84.7,8156,High Latency
18:30:09,650.53,0.0,0.01259,Success,127.0.0.1,127.0.0.1,9.8,84.5,226,High Latency
18:30:12,654.9,0.0,0.01251,Success,127.0.0.1,127.0.0.1,14.2,84.5,0,High Latency
18:30:16,651.53,0.0,0.01257,Success,127.0.0.1,127.0.0.1,14.4,84.5,0,High Latency
18:30:20,679.39,0.0,0.01206,Success,127.0.0.1,127.0.0.1,22.3,84.6,167,High Latency
18:30:24,681.37,0.0,0.01202,Success,127.0.0.1,127.0.0.1,14.0,84.6,1608,High Latency
18:30:28,680.01,0.0,0.01205,Success,127.0.0.1,127.0.0.1,11.5,83.6,251,High Latency
18:30:32,679.63,0.0,0.01205,Success,127.0.0.1,127.0.0.1,11.4,83.5,167,High Latency
18:30:36,664.21,0.0,0.01233,Success,127.0.0.1,127.0.0.1,19.8,83.5,54,High Latency
18:30:39,680.7,0.0,0.01203,Success,127.0.0.1,127.0.0.1,19.1,83.5,0,High Latency
18:30:43,629.78,0.0,0.01301,Success,127.0.0.1,127.0.0.1,14.9,83.0,0,High Latency
18:30:47,664.75,0.0,0.01232,Success,127.0.0.1,127.0.0.1,21.7,82.7,0,High Latency
18:30:51,653.22,0.0,0.01254,Success,127.0.0.1,127.0.0.1,10.5,82.7,167,High Latency
18:30:55,656.69,0.0,0.01247,Success,127.0.0.1,127.0.0.1,20.6,82.7,0,High Latency
18:30:59,649.47,0.0,0.01261,Success,127.0.0.1,127.0.0.1,9.8,82.9,121,High Latency
18:31:03,651.22,0.0,0.01258,Success,127.0.0.1,127.0.0.1,21.9,84.3,0,High Latency
18:31:06,646.84,0.0,0.01266,Success,127.0.0.1,127.0.0.1,17.3,84.3,0,High Latency
18:31:10,648.74,0.0,0.01263,Success,127.0.0.1,127.0.0.1,16.0,84.3,144,High Latency
18:31:14,680.59,0.0,0.01204,Success,127.0.0.1,127.0.0.1,17.4,84.5,657,High Latency
18:31:18,649.84,0.0,0.01261,Success,127.0.0.1,127.0.0.1,11.5,84.3,629,High Latency
18:31:22,634.11,0.0,0.01292,Success,127.0.0.1,127.0.0.1,15.0,82.2,1325,High Latency
18:31:26,679.9,0.0,0.01205,Success,127.0.0.1,127.0.0.1,11.2,82.7,0,High Latency
18:31:30,665.05,0.0,0.01232,Success,127.0.0.1,127.0.0.1,11.8,82.6,0,High Latency
18:31:33,657.14,0.0,0.01247,Success,127.0.0.1,127.0.0.1,10.7,82.6,468,High Latency
18:31:37,647.94,0.0,0.01264,Success,127.0.0.1,127.0.0.1,16.4,82.7,322,High Latency
18:31:41,640.93,0.0,0.01278,Success,127.0.0.1,127.0.0.1,15.1,82.6,194,High Latency
18:31:45,655.6,0.0,0.0125,Success,127.0.0.1,127.0.0.1,12.1,82.0,361,High Latency
18:31:49,654.92,0.0,0.01251,Success,127.0.0.1,127.0.0.1,23.0,82.0,555,High Latency
18:31:53,651.78,0.0,0.01257,Success,127.0.0.1,127.0.0.1,10.2,82.0,17409,High Latency
18:31:57,636.54,0.0,0.01287,Success,127.0.0.1,127.0.0.1,14.0,81.8,0,High Latency
18:32:00,658.35,0.0,0.01244,Success,127.0.0.1,127.0.0.1,13.3,81.8,194,High Latency
18:32:04,678.82,0.0,0.01207,Success,127.0.0.1,127.0.0.1,18.9,81.5,0,High Latency
18:32:08,681.34,0.0,0.01202,Success,127.0.0.1,127.0.0.1,12.4,81.2,0,High Latency
18:32:12,651.07,0.0,0.01258,Success,127.0.0.1,127.0.0.1,19.1,81.2,1027,High Latency
18:32:16,665.99,0.0,0.0123,Success,127.0.0.1,127.0.0.1,16.0,81.3,7249,High Latency
18:32:20,677.81,0.0,0.01209,Success,127.0.0.1,127.0.0.1,12.2,82.4,908,High Latency
18:32:24,653.39,0.0,0.01254,Success,127.0.0.1,127.0.0.1,15.4,82.3,545,High Latency
18:32:27,651.55,0.0,0.01257,Success,127.0.0.1,127.0.0.1,14.9,82.6,2336,High Latency
18:32:31,685.17,0.0,0.01196,Success,127.0.0.1,127.0.0.1,13.1,82.9,380,High Latency
18:32:35,665.42,0.0,0.01231,Success,127.0.0.1,127.0.0.1,14.2,82.9,0,High Latency
18:32:39,652.99,0.0,0.01255,Success,127.0.0.1,127.0.0.1,19.5,82.0,452,High Latency
18:32:43,660.01,0.0,0.01241,Success,127.0.0.1,127.0.0.1,10.8,82.0,0,High Latency
18:32:47,685.65,0.0,0.01195,Success,127.0.0.1,127.0.0.1,15.8,82.7,7081,High Latency
18:32:51,665.96,0.0,0.0123,Success,127.0.0.1,127.0.0.1,16.4,82.7,0,High Latency
18:32:54,663.63,0.0,0.01234,Success,127.0.0.1,127.0.0.1,17.5,82.7,0,High Latency
18:32:58,680.55,0.0,0.01204,Success,127.0.0.1,127.0.0.1,14.2,82.7,6720,High Latency
18:33:02,653.75,0.0,0.01253,Success,127.0.0.1,127.0.0.1,29.8,82.7,441,High Latency
18:33:06,666.23,0.0,0.0123,Success,127.0.0.1,127.0.0.1,21.9,82.6,341,High Latency
18:33:10,665.25,0.0,0.01231,Success,127.0.0.1,127.0.0.1,11.0,81.9,0,High Latency
18:33:14,667.63,0.0,0.01227,Success,127.0.0.1,127.0.0.1,18.4,82.6,1717,High Latency
18:33:18,633.07,0.0,0.01294,Success,127.0.0.1,127.0.0.1,14.8,82.7,84,High Latency
18:33:21,663.48,0.0,0.01235,Success,127.0.0.1,127.0.0.1,16.2,82.8,226,High Latency
18:33:25,650.83,0.0,0.01259,Success,127.0.0.1,127.0.0.1,19.2,82.8,962,High Latency
18:33:29,680.62,0.0,0.01204,Success,127.0.0.1,127.0.0.1,14.8,82.6,475,High Latency
18:33:33,680.43,0.0,0.01204,Success,127.0.0.1,127.0.0.1,19.5,82.1,0,High Latency
18:33:37,655.36,0.0,0.0125,Success,127.0.0.1,127.0.0.1,10.6,81.5,301,High Latency
18:33:41,653.25,0.0,0.01254,Success,127.0.0.1,127.0.0.1,14.2,81.2,0,High Latency
18:33:45,667.02,0.0,0.01228,Success,127.0.0.1,127.0.0.1,9.2,81.2,1126,High Latency
18:33:49,678.08,0.0,0.01208,Success,127.0.0.1,127.0.0.1,17.5,82.3,0,High Latency
18:33:52,664.81,0.0,0.01232,Success,127.0.0.1,127.0.0.1,15.6,82.3,348,High Latency
18:33:56,680.45,0.0,0.01204,Success,127.0.0.1,127.0.0.1,16.4,82.3,0,High Latency
18:34:00,647.36,0.0,0.01265,Success,127.0.0.1,127.0.0.1,13.3,82.3,292,High Latency
18:34:04,656.98,0.0,0.01247,Success,127.0.0.1,127.0.0.1,21.1,82.3,0,High Latency
18:34:08,652.61,0.0,0.01255,Success,127.0.0.1,127.0.0.1,9.8,82.3,7950,High Latency
18:34:12,662.4,0.0,0.01237,Success,127.0.0.1,127.0.0.1,15.9,82.4,84,High Latency
18:34:16,678.01,0.0,0.01208,Success,127.0.0.1,127.0.0.1,14.3,82.5,0,High Latency
18:34:19,662.23,0.0,0.01237,Success,127.0.0.1,127.0.0.1,14.3,82.4,0,High Latency
18:34:23,665.13,0.0,0.01232,Success,127.0.0.1,127.0.0.1,16.1,82.3,220,High Latency
18:34:27,649.99,0.0,0.0126,Success,127.0.0.1,127.0.0.1,13.1,82.3,341,High Latency
18:34:31,681.43,0.0,0.01202,Success,127.0.0.1,127.0.0.1,16.4,82.3,8016,High Latency
18:34:35,660.81,0.0,0.0124,Success,127.0.0.1,127.0.0.1,13.5,82.3,0,High Latency
18:34:39,677.77,0.0,0.01209,Success,127.0.0.1,127.0.0.1,16.0,82.4,1145,High Latency
18:34:43,657.02,0.0,0.01247,Success,127.0.0.1,127.0.0.1,12.3,82.5,0,High Latency
18:34:46,666.42,0.0,0.01229,Success,127.0.0.1,127.0.0.1,22.4,82.5,144,High Latency
18:34:50,650.71,0.0,0.01259,Success,127.0.0.1,127.0.0.1,19.4,82.3,341,High Latency
18:34:54,665.73,0.0,0.01231,Success,127.0.0.1,127.0.0.1,13.1,81.7,0,High Latency
18:34:58,661.66,0.0,0.01238,Success,127.0.0.1,127.0.0.1,9.2,81.7,167,High Latency
18:35:02,665.97,0.0,0.0123,Success,127.0.0.1,127.0.0.1,10.4,81.7,1492,High Latency
18:35:06,667.09,0.0,0.01228,Success,127.0.0.1,127.0.0.1,19.9,82.4,167,High Latency
18:35:10,658.77,0.0,0.01244,Success,127.0.0.1,127.0.0.1,14.0,82.3,167,High Latency
18:35:14,664.89,0.0,0.01232,Success,127.0.0.1,127.0.0.1,24.1,82.5,3584,High Latency
18:35:17,668.23,0.0,0.01226,Success,127.0.0.1,127.0.0.1,14.3,82.5,194,High Latency
18:35:21,662.86,0.0,0.01236,Success,127.0.0.1,127.0.0.1,19.4,82.6,0,High Latency
18:35:25,630.55,0.0,0.01299,Success,127.0.0.1,127.0.0.1,16.3,81.7,194,High Latency
18:35:29,679.89,0.0,0.01205,Success,127.0.0.1,127.0.0.1,29.5,81.5,482,High Latency
18:35:33,664.62,0.0,0.01233,Success,127.0.0.1,127.0.0.1,10.6,81.4,555,High Latency
18:35:37,641.15,0.0,0.01278,Success,127.0.0.1,127.0.0.1,14.1,81.4,361,High Latency
18:35:41,680.68,0.0,0.01204,Success,127.0.0.1,127.0.0.1,14.0,81.4,301,High Latency
18:35:44,661.81,0.0,0.01238,Success,127.0.0.1,127.0.0.1,15.1,81.4,0,High Latency
18:35:48,636.28,0.0,0.01287,Success,127.0.0.1,127.0.0.1,17.5,81.5,0,High Latency
18:35:52,653.12,0.0,0.01254,Success,127.0.0.1,127.0.0.1,11.0,81.5,0,High Latency
18:35:56,649.49,0.0,0.01261,Success,127.0.0.1,127.0.0.1,11.8,81.5,361,High Latency
18:36:00,668.11,0.0,0.01226,Success,127.0.0.1,127.0.0.1,12.4,81.4,0,High Latency
18:36:04,680.2,0.0,0.01204,Success,127.0.0.1,127.0.0.1,11.7,81.4,0,High Latency
18:36:08,645.23,0.0,0.0127,Success,127.0.0.1,127.0.0.1,11.3,81.4,0,High Latency
18:36:11,617.81,0.0,0.01326,Success,127.0.0.1,127.0.0.1,13.9,81.4,0,High Latency
18:36:15,680.21,0.0,0.01204,Success,127.0.0.1,127.0.0.1,11.4,81.4,200,High Latency
18:36:19,649.15,0.0,0.01262,Success,127.0.0.1,127.0.0.1,10.6,81.4,536,High Latency
18:36:23,667.22,0.0,0.01228,Success,127.0.0.1,127.0.0.1,24.6,81.0,0,High Latency
18:36:27,679.54,0.0,0.01206,Success,127.0.0.1,127.0.0.1,15.4,81.0,0,High Latency
18:36:31,657.82,0.0,0.01245,Success,127.0.0.1,127.0.0.1,11.6,81.0,0,High Latency
18:36:35,645.14,0.0,0.0127,Success,127.0.0.1,127.0.0.1,16.4,81.0,55,High Latency
18:36:38,665.37,0.0,0.01231,Success,127.0.0.1,127.0.0.1,13.2,81.0,0,High Latency
18:36:42,678.2,0.0,0.01208,Success,127.0.0.1,127.0.0.1,23.0,81.0,0,High Latency
18:36:46,631.37,0.0,0.01297,Success,127.0.0.1,127.0.0.1,12.7,81.0,0,High Latency
18:36:50,678.8,0.0,0.01207,Success,127.0.0.1,127.0.0.1,18.9,81.0,0,High Latency
18:36:54,656.48,0.0,0.01248,Success,127.0.0.1,127.0.0.1,13.4,81.0,0,High Latency
18:36:58,679.75,0.0,0.01205,Success,127.0.0.1,127.0.0.1,11.2,81.0,0,High Latency
18:37:02,644.67,0.0,0.01271,Success,127.0.0.1,127.0.0.1,13.4,81.2,0,High Latency
18:37:05,668.21,0.0,0.01226,Success,127.0.0.1,127.0.0.1,12.6,81.0,84,High Latency
18:37:09,616.72,0.0,0.01328,Success,127.0.0.1,127.0.0.1,24.2,81.4,7296,High Latency
18:37:13,653.0,0.0,0.01255,Success,127.0.0.1,127.0.0.1,16.6,81.5,378,High Latency
18:37:17,678.48,0.0,0.01207,Success,127.0.0.1,127.0.0.1,13.5,82.0,0,High Latency
18:37:21,639.21,0.0,0.01282,Success,127.0.0.1,127.0.0.1,19.4,82.4,226,High Latency
18:37:25,646.06,0.0,0.01268,Success,127.0.0.1,127.0.0.1,13.0,82.4,0,High Latency
18:37:29,684.39,0.0,0.01197,Success,127.0.0.1,127.0.0.1,14.6,82.3,10248,High Latency
18:37:32,645.81,0.0,0.01268,Success,127.0.0.1,127.0.0.1,14.1,81.9,0,High Latency
18:37:36,650.81,0.0,0.01259,Success,127.0.0.1,127.0.0.1,21.8,81.9,0,High Latency
18:37:40,683.89,0.0,0.01198,Success,127.0.0.1,127.0.0.1,27.7,81.9,0,High Latency
18:37:44,660.13,0.0,0.01241,Success,127.0.0.1,127.0.0.1,24.3,81.9,159,High Latency
18:37:48,681.05,0.0,0.01203,Success,127.0.0.1,127.0.0.1,17.5,81.8,0,High Latency
18:37:52,681.13,0.0,0.01203,Success,127.0.0.1,127.0.0.1,23.0,81.6,0,High Latency
18:37:56,648.49,0.0,0.01263,Success,127.0.0.1,127.0.0.1,12.2,81.7,0,High Latency
18:37:59,667.8,0.0,0.01227,Success,127.0.0.1,127.0.0.1,16.2,81.6,0,High Latency
18:38:03,650.71,0.0,0.01259,Success,127.0.0.1,127.0.0.1,17.0,81.6,0,High Latency
18:38:07,661.37,0.0,0.01239,Success,127.0.0.1,127.0.0.1,21.8,81.6,167,High Latency
18:38:11,664.7,0.0,0.01232,Success,127.0.0.1,127.0.0.1,10.9,81.5,0,High Latency
18:38:15,661.75,0.0,0.01238,Success,127.0.0.1,127.0.0.1,11.6,80.8,0,High Latency
18:38:19,665.19,0.0,0.01232,Success,127.0.0.1,127.0.0.1,13.2,80.8,0,High Latency
18:38:23,654.73,0.0,0.01251,Success,127.0.0.1,127.0.0.1,12.9,80.5,167,High Latency
18:38:26,666.36,0.0,0.01229,Success,127.0.0.1,127.0.0.1,14.9,80.6,0,High Latency
18:38:30,649.62,0.0,0.01261,Success,127.0.0.1,127.0.0.1,11.9,80.6,333,High Latency
18:38:34,652.99,0.0,0.01255,Success,127.0.0.1,127.0.0.1,14.2,80.6,0,High Latency
18:38:38,674.72,0.0,0.01214,Success,127.0.0.1,127.0.0.1,11.8,80.5,0,High Latency
18:38:42,669.61,0.0,0.01223,Success,127.0.0.1,127.0.0.1,10.8,80.6,0,High Latency
18:38:46,635.25,0.0,0.0129,Success,127.0.0.1,127.0.0.1,12.1,80.5,0,High Latency
18:38:50,680.83,0.0,0.01203,Success,127.0.0.1,127.0.0.1,10.4,80.6,221,High Latency
18:38:54,663.79,0.0,0.01234,Success,127.0.0.1,127.0.0.1,15.6,80.6,0,High Latency
18:38:57,679.02,0.0,0.01206,Success,127.0.0.1,127.0.0.1,15.3,80.5,505,High Latency
18:39:01,629.06,0.0,0.01302,Success,127.0.0.1,127.0.0.1,13.5,80.5,361,High Latency
18:39:05,668.97,0.0,0.01225,Success,127.0.0.1,127.0.0.1,28.9,80.5,361,High Latency
18:39:09,664.33,0.0,0.01233,Success,127.0.0.1,127.0.0.1,11.3,80.5,278,High Latency
18:39:13,637.1,0.0,0.01286,Success,127.0.0.1,127.0.0.1,17.9,82.0,194,High Latency
18:39:17,679.42,0.0,0.01206,Success,127.0.0.1,127.0.0.1,16.3,81.9,6798,High Latency
18:39:20,668.64,0.0,0.01225,Success,127.0.0.1,127.0.0.1,11.7,82.3,605,High Latency
18:39:24,645.97,0.0,0.01268,Success,127.0.0.1,127.0.0.1,17.0,82.3,0,High Latency
18:39:28,667.5,0.0,0.01227,Success,127.0.0.1,127.0.0.1,12.2,82.2,280,High Latency
18:39:32,663.25,0.0,0.01235,Success,127.0.0.1,127.0.0.1,12.0,81.4,0,High Latency
18:39:36,650.08,0.0,0.0126,Success,127.0.0.1,127.0.0.1,19.5,81.4,0,High Latency
18:39:40,655.91,0.0,0.01249,Success,127.0.0.1,127.0.0.1,13.1,81.5,0,High Latency
18:39:44,663.76,0.0,0.01234,Success,127.0.0.1,127.0.0.1,12.9,81.5,84,High Latency
18:39:47,664.36,0.0,0.01233,Success,127.0.0.1,127.0.0.1,9.5,80.9,0,High Latency
18:39:51,681.6,0.0,0.01202,Success,127.0.0.1,127.0.0.1,13.7,80.9,0,High Latency
18:39:55,636.98,0.0,0.01286,Success,127.0.0.1,127.0.0.1,13.8,80.9,0,High Latency
18:39:59,664.84,0.0,0.01232,Success,127.0.0.1,127.0.0.1,25.1,80.9,0,High Latency
18:40:03,668.05,0.0,0.01226,Success,127.0.0.1,127.0.0.1,16.0,81.1,480,High Latency
18:40:07,668.41,0.0,0.01226,Success,127.0.0.1,127.0.0.1,10.9,80.9,0,High Latency
18:40:11,667.15,0.0,0.01228,Success,127.0.0.1,127.0.0.1,17.4,80.9,0,High Latency
18:40:14,669.62,0.0,0.01223,Success,127.0.0.1,127.0.0.1,24.9,80.7,0,High Latency
18:40:18,633.21,0.0,0.01294,Success,127.0.0.1,127.0.0.1,13.7,80.7,0,High Latency
18:40:22,678.74,0.0,0.01207,Success,127.0.0.1,127.0.0.1,15.9,80.6,480,High Latency
18:40:26,651.96,0.0,0.01257,Success,127.0.0.1,127.0.0.1,16.0,80.6,0,High Latency
18:40:30,680.92,0.0,0.01203,Success,127.0.0.1,127.0.0.1,12.6,80.6,340,High Latency
18:40:34,661.14,0.0,0.01239,Success,127.0.0.1,127.0.0.1,11.5,80.5,0,High Latency
18:40:38,660.52,0.0,0.0124,Success,127.0.0.1,127.0.0.1,17.3,80.7,78724,High Latency
18:40:41,637.49,0.0,0.01285,Success,127.0.0.1,127.0.0.1,27.4,81.6,44849,High Latency
18:40:45,676.57,0.0,0.01211,Success,127.0.0.1,127.0.0.1,15.6,81.7,16027,High Latency
18:40:49,663.87,0.0,0.01234,Success,127.0.0.1,127.0.0.1,22.1,81.6,15927,High Latency
18:40:53,653.1,0.0,0.01254,Success,127.0.0.1,127.0.0.1,17.2,81.0,28133,High Latency
18:40:57,649.14,0.0,0.01262,Success,127.0.0.1,127.0.0.1,9.9,81.0,0,High Latency
18:41:01,640.82,0.0,0.01278,Success,127.0.0.1,127.0.0.1,19.0,80.9,0,High Latency
18:41:05,665.06,0.0,0.01232,Success,127.0.0.1,127.0.0.1,28.5,80.8,0,High Latency
18:41:08,656.49,0.0,0.01248,Success,127.0.0.1,127.0.0.1,21.5,80.9,0,High Latency
18:41:12,664.65,0.0,0.01233,Success,127.0.0.1,127.0.0.1,20.7,80.8,588,High Latency
18:41:16,686.32,0.0,0.01194,Success,127.0.0.1,127.0.0.1,17.3,80.8,11689,High Latency
18:41:20,666.57,0.0,0.01229,Success,127.0.0.1,127.0.0.1,13.3,80.8,0,High Latency
18:41:24,681.05,0.0,0.01203,Success,127.0.0.1,127.0.0.1,21.4,80.7,220,High Latency
18:41:28,628.9,0.0,0.01303,Success,127.0.0.1,127.0.0.1,20.0,80.7,121,High Latency
